Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
2021-02-07,Israel,692101.0,5121.0,619100.0,67880.0,4427.0,50.0,3984.0
2021-02-08,Israel,696528.0,5171.0,623084.0,68273.0,7191.0,45.0,4920.0
2021-02-09,Israel,703719.0,5216.0,628004.0,70499.0,6010.0,41.0,7956.0
2021-02-10,Israel,709729.0,5257.0,635960.0,68512.0,5083.0,26.0,8743.0
2021-02-11,Israel,714812.0,5283.0,644703.0,64826.0,3934.0,21.0,6590.0
2021-02-12,Israel,718746.0,5304.0,651293.0,62149.0,3100.0,47.0,3999.0
2021-02-13,Israel,721846.0,5351.0,655292.0,61203.0,2534.0,37.0,8440.0
2021-02-14,Israel,724380.0,5388.0,663732.0,55260.0,5913.0,26.0,6519.0
2021-02-15,Israel,730293.0,5414.0,670251.0,54628.0,4282.0,27.0,3430.0
2021-02-16,Israel,734575.0,5441.0,673681.0,55453.0,4054.0,32.0,7341.0
2021-02-17,Israel,738629.0,5473.0,681022.0,52134.0,3305.0,36.0,7162.0
2021-02-18,Israel,741934.0,5509.0,688184.0,48241.0,2579.0,17.0,5319.0
2021-02-19,Israel,744513.0,5526.0,693503.0,45484.0,0.0,0.0,0.0
2021-02-20,Israel,744513.0,5526.0,693503.0,45484.0,5530.0,51.0,10288.0
2021-02-21,Israel,750043.0,5577.0,703791.0,40675.0,4955.0,19.0,5603.0
2021-02-22,Israel,754998.0,5596.0,709394.0,40008.0,4574.0,38.0,2934.0
2021-02-23,Israel,759572.0,5634.0,712328.0,41610.0,4184.0,26.0,5367.0
2021-02-24,Israel,763756.0,5660.0,717695.0,40401.0,3970.0,27.0,4613.0
2021-02-25,Israel,767726.0,5687.0,722308.0,39731.0,3054.0,10.0,3419.0
2021-02-26,Israel,770780.0,5697.0,725727.0,39356.0,2555.0,35.0,1849.0
2021-02-27,Israel,773335.0,5732.0,727576.0,40027.0,2472.0,20.0,5608.0
2021-02-28,Israel,775807.0,5752.0,733184.0,36871.0,4151.0,8.0,2440.0
2021-03-01,Israel,779958.0,5760.0,735624.0,38574.0,5260.0,30.0,2602.0
2021-03-02,Israel,785218.0,5790.0,738226.0,41202.0,4267.0,13.0,2715.0
2021-03-03,Israel,789485.0,5803.0,740941.0,42741.0,3922.0,19.0,5061.0
2021-03-04,Israel,793407.0,5822.0,746002.0,41583.0,3058.0,12.0,4433.0
2021-03-05,Israel,796465.0,5834.0,750435.0,40196.0,3262.0,22.0,2646.0
2021-03-06,Israel,799727.0,5856.0,753081.0,40790.0,1848.0,35.0,5460.0
2021-03-07,Israel,801575.0,5891.0,758541.0,37143.0,3541.0,26.0,2785.0
2021-03-08,Israel,805116.0,5917.0,761326.0,37873.0,3146.0,16.0,2894.0
2021-03-09,Israel,808262.0,5933.0,764220.0,38109.0,3230.0,17.0,4493.0
2021-03-10,Israel,811492.0,5950.0,768713.0,36829.0,,,
